adult,1653218317.497318,533334542.267,15410200662.0,2135311284.0,0
adult,1653225029.458295,535719.498,15225059.0,2000368.0,0
adult,1653225029.995579,552974.731,15438803.0,2059977.0,0
adult,1653225030.550086,556487.255,15503500.0,2060237.0,0
adult,1653225031.1078894,545025.455,15306053.0,2029668.0,0
adult,1653225031.6542084,549090.58,15390830.0,2042137.0,0
adult,1653225032.2043507,548183.745,15357810.0,2036002.0,0
adult,1653225032.7535698,554947.441,15509848.0,2057865.0,0
adult,1653225033.310068,553888.619,15410116.0,2021987.0,0
adult,1653225033.865241,552959.139,15484640.0,2055066.0,0
adult,1653225034.4195037,546428.611,15385336.0,2022063.0,0
student,1653225034.9669611,29549.88,816466.0,114689.0,0
student,1653225034.9975514,26323.082,710508.0,99801.0,0
student,1653225035.0248325,25862.132,710264.0,99572.0,0
student,1653225035.0516727,25874.693,710509.0,99756.0,0
student,1653225035.0784726,25887.577,708922.0,91800.0,0
student,1653225035.105303,25716.313,717161.0,99695.0,0
student,1653225035.1319606,26053.258,711912.0,99619.0,0
student,1653225035.1589785,25745.734,711607.0,99481.0,0
student,1653225035.185686,25648.975,712156.0,99588.0,0
student,1653225035.2122886,25687.516,714476.0,99557.0,0
adult,1653226010.547912,564334.312,15317039.0,2081764.0,0
adult,1653226011.113246,549424.206,15151756.0,2031381.0,0
adult,1653226011.6636486,552886.409,15123435.0,2067551.0,0
adult,1653226012.2175725,550747.21,15301414.0,2063144.0,0
adult,1653226012.769308,555296.403,15347678.0,2046987.0,0
adult,1653226013.3258448,550506.049,15247336.0,2060574.0,0
adult,1653226013.8773596,557075.3,15419333.0,2086645.0,0
adult,1653226014.435484,547733.025,15253745.0,2026577.0,0
adult,1653226014.9845066,549446.297,15377768.0,2071788.0,0
adult,1653226015.5349612,555937.713,15472251.0,2074588.0,0
student,1653226016.0922272,29149.713,807554.0,116433.0,0
student,1653226016.1223752,26197.426,703123.0,95778.0,0
student,1653226016.1494782,26006.03,703367.0,92076.0,0
student,1653226016.1764197,25871.678,679137.0,95900.0,0
student,1653226016.203186,26180.068,733336.0,103474.0,0
student,1653226016.230281,25935.436,700560.0,99787.0,0
student,1653226016.2571163,26165.854,712096.0,96069.0,0
student,1653226016.284177,25815.074,700377.0,99741.0,0
student,1653226016.3108883,25857.445,699278.0,99512.0,0
student,1653226016.3376489,25731.129,674681.0,95870.0,0
adult,1653226383.821377,546692.539,15305014.0,2024389.0,0
adult,1653226384.369171,548981.666,15434470.0,2044983.0,0
adult,1653226384.9192615,538338.397,15172813.0,1996635.0,0
adult,1653226385.4586875,544874.769,15272300.0,2019891.0,0
adult,1653226386.0046394,542560.273,15251853.0,2010650.0,0
adult,1653226386.5482674,550635.171,15346092.0,2053413.0,0
adult,1653226387.0999992,542800.178,15211021.0,2010191.0,0
adult,1653226387.6451464,551111.652,15474081.0,2070503.0,0
adult,1653226388.1973422,571873.858,15497702.0,2061261.0,0
adult,1653226388.7704556,550020.542,15002037.0,2026852.0,0
student,1653226389.32156,29292.512,817564.0,118361.0,0
student,1653226389.351947,26161.154,712217.0,99420.0,0
student,1653226389.379092,26100.228,709104.0,100032.0,0
student,1653226389.4061577,25931.229,711241.0,99725.0,0
student,1653226389.4330513,26052.131,713743.0,99588.0,0
student,1653226389.4600723,25952.941,711363.0,99496.0,0
student,1653226389.4870214,26317.592,716917.0,99588.0,0
student,1653226389.514352,26000.705,709409.0,99741.0,0
student,1653226389.541325,25688.412,713316.0,99848.0,0
student,1653226389.5680087,25669.331,689024.0,95839.0,0
adult,1653230984.8943765,492713.011,13963466.0,1832573.0,0
adult,1653230985.3881557,984826.278,17108843.0,2476366.0,0
adult,1653230986.3747582,507801.483,13740565.0,1876698.0,0
adult,1653230986.8836267,496641.004,14031214.0,1866737.0,0
adult,1653230987.3817267,504751.601,14149683.0,1872491.0,0
adult,1653230987.8878295,498988.552,14068323.0,1863831.0,0
adult,1653230988.3878815,503639.295,14154749.0,1873225.0,0
adult,1653230988.8932602,499597.981,14102747.0,1869828.0,0
adult,1653230989.3939018,504067.335,14170679.0,1865636.0,0
adult,1653230989.8994431,496284.895,14116785.0,1847964.0,0
student,1653230990.397077,27942.628,767698.0,109074.0,0
student,1653230990.4266422,25652.307,712889.0,99511.0,0
student,1653230990.453299,25478.682,711973.0,99756.0,0
student,1653230990.4797235,25536.768,710875.0,99695.0,0
student,1653230990.5061781,25454.792,688109.0,95854.0,0
student,1653230990.5325747,25482.822,712035.0,99618.0,0
student,1653230990.5589948,25761.544,685667.0,95961.0,0
student,1653230990.585684,25381.786,716612.0,95686.0,0
student,1653230990.6119974,25484.228,684751.0,95824.0,0
student,1653230990.6384087,25364.257,689940.0,96130.0,0
adult,1653560068.7015605,544973.551,14734398.0,1956992.0,0
adult,1653560069.2480736,494469.741,14030543.0,1849127.0,0
adult,1653560069.744062,524042.98,14401392.0,1902035.0,0
adult,1653560070.2693615,489013.211,13920619.0,1831594.0,0
adult,1653560070.7594035,511086.012,14241846.0,1877035.0,0
adult,1653560071.2715828,519748.293,14392175.0,1894568.0,0
adult,1653560071.7923694,534061.622,14451867.0,1912286.0,0
adult,1653560072.3278594,522328.42,14408166.0,1903565.0,0
adult,1653560072.851434,553715.074,14665917.0,1957452.0,0
adult,1653560073.4061913,522293.967,14316186.0,1880783.0,0
student,1653560073.929491,28318.799,780577.0,104484.0,0
student,1653560073.9588768,26104.024,709349.0,95961.0,0
student,1653560073.9859447,25797.316,709166.0,99526.0,0
student,1653560074.0126932,25887.21,711485.0,99450.0,0
student,1653560074.0395923,25908.182,710508.0,99526.0,0
student,1653560074.0664434,25819.851,714232.0,99664.0,0
student,1653560074.0932014,26028.18,712278.0,99939.0,0
student,1653560074.1201684,25892.57,712584.0,99480.0,0
student,1653560074.1469965,25785.838,711607.0,99618.0,0
student,1653560074.1737113,25758.531,712766.0,99664.0,0
